Name,Algorithm,Reduced,Iterations,Time,Cost
92517_3,heuristic greedy,True,11,27.37582302093506,176.5710869356077
95409_1,heuristic greedy,True,3,7.568763971328735,33.28045289005005
169591_3,heuristic greedy,True,1,2.1462786197662354,10.0
93631_2,heuristic greedy,True,4,10.389230966567993,40.54249152999999
93803_3,heuristic greedy,True,3,7.255713939666748,30.0
163248_2,heuristic greedy,True,10,27.195260763168335,166.9424322800501
31625_3,heuristic greedy,True,8,19.67243981361389,108.69502184545831
43665_1,heuristic greedy,True,8,18.56636357307434,132.16412254
94780_2,heuristic greedy,True,4,9.755916357040405,45.265788879999995
110579_1,heuristic greedy,True,8,19.967657804489136,129.4122802817878
107657_3,heuristic greedy,True,4,10.129892826080322,40.522491529999996
79875_3,heuristic greedy,True,3,7.131033420562744,38.489630116844296
15975_2,heuristic greedy,True,2,4.678488254547119,20.009999999999998
133108_3,heuristic greedy,True,6,14.487278699874878,71.86733903537788
61303_3,heuristic greedy,True,5,12.83273696899414,53.300452890050046
92636_1,heuristic greedy,True,5,12.6790931224823,74.49513048269229
123580_1,heuristic greedy,True,6,14.27784514427185,97.5543036
155825_1,heuristic greedy,True,5,12.819764375686646,65.3268220368443
164519_3,heuristic greedy,True,4,9.191853046417236,49.98607055999999
126766_3,heuristic greedy,True,5,12.232300758361816,59.7267285401001
66369_1,heuristic greedy,True,20,45.51532697677612,352.81660446882745
49997_3,heuristic greedy,True,4,10.18376612663269,40.019999999999996
169482_2,heuristic greedy,True,3,7.288515567779541,30.0
117331_1,heuristic greedy,True,2,5.327751636505127,20.0
102528_3,heuristic greedy,True,1,2.2569637298583984,10.0
146561_3,heuristic greedy,True,1,2.688844680786133,10.0
149356_2,heuristic greedy,True,10,24.83261466026306,138.37196994015017
171447_1,heuristic greedy,True,2,5.033539056777954,20.0
139747_3,heuristic greedy,True,12,28.588074922561646,189.05175537631467
69403_3,heuristic greedy,True,6,14.745566129684448,61.05498305999999
29106_3,heuristic greedy,True,3,7.017237424850464,30.532491529999994
120720_2,heuristic greedy,True,3,7.691447019577026,30.009999999999998
85377_1,heuristic greedy,True,1,2.3896541595458984,10.01
99897_2,heuristic greedy,True,7,16.965057134628296,98.32424817497476
162070_1,heuristic greedy,True,2,4.758318662643433,20.0
49545_2,heuristic greedy,True,3,7.378273963928223,30.522491529999996
62310_3,heuristic greedy,True,2,5.350692272186279,20.49774024748738
78991_3,heuristic greedy,True,6,15.710988521575928,130.28951377067256
31521_1,heuristic greedy,True,3,7.790209054946899,33.89070978502382
156391_3,heuristic greedy,True,2,5.066569566726685,20.0
55549_3,heuristic greedy,True,6,13.5128653049469,93.91862503999997
63926_3,heuristic greedy,True,3,7.81111216545105,33.62972962570434
25246_2,heuristic greedy,True,2,4.907872200012207,20.929158368827252
77606_3,heuristic greedy,True,7,16.902358293533325,82.76403192005003
128361_1,heuristic greedy,True,9,21.99619150161743,154.7020634400001
99726_1,heuristic greedy,True,7,16.77062749862671,104.69926203537788
141726_2,heuristic greedy,True,3,7.371288299560547,30.522491529999996
89628_1,heuristic greedy,True,5,11.88722014427185,65.3268220368443
155769_2,heuristic greedy,True,4,10.187841892242432,53.67438384000002
107965_1,heuristic greedy,True,3,7.400230884552002,30.0
108117_3,heuristic greedy,True,2,5.457405090332031,42.66659672
20695_2,heuristic greedy,True,2,5.119309425354004,20.009999999999998
53838_3,heuristic greedy,True,5,11.73164415359497,78.65788362614626
52864_1,heuristic greedy,True,4,9.545479774475098,45.26578887999998
58744_2,heuristic greedy,True,2,5.042515993118286,20.0
75056_2,heuristic greedy,True,3,6.851799249649048,30.522491529999996
72274_1,heuristic greedy,True,2,4.546850204467773,22.63789443999999
146308_1,heuristic greedy,True,7,16.781144618988037,71.04498305999999
148748_2,heuristic greedy,True,5,12.29113507270813,84.18595960000005
70917_1,heuristic greedy,True,2,5.135265350341797,22.63789443999999
24826_1,heuristic greedy,True,4,8.91216778755188,45.26578887999998
135250_2,heuristic greedy,True,8,19.00126075744629,124.38396284000001
89942_3,heuristic greedy,True,8,20.096261501312256,118.69291467266363
146615_3,heuristic greedy,True,3,7.257591962814331,38.489630116844296
109580_1,heuristic greedy,True,8,19.081984043121338,100.37880795882724
118014_1,heuristic greedy,True,4,10.030175685882568,57.88368331999999
117591_3,heuristic greedy,True,7,17.428488969802856,92.16401395684426
153196_1,heuristic greedy,True,3,7.1690568923950195,31.56747458999999
67490_3,heuristic greedy,True,1,2.731696128845215,10.0
8611_2,heuristic greedy,True,10,23.848275899887085,192.8844995249392
121370_1,heuristic greedy,True,11,26.806324243545532,193.3563767262613
111585_1,heuristic greedy,True,3,7.1468963623046875,31.044983059999993
87784_1,heuristic greedy,True,3,7.659557104110718,32.63789443999999
59024_1,heuristic greedy,True,2,4.98466944694519,20.009999999999998
113732_1,heuristic greedy,True,3,7.659516096115112,39.466596719999984
28069_3,heuristic greedy,True,14,32.55894231796265,207.79206056010005
68505_3,heuristic greedy,True,7,15.870556116104126,72.08996611999999
21802_1,heuristic greedy,True,5,12.255350828170776,74.60897571386708
115342_1,heuristic greedy,True,1,2.682823896408081,10.0
79180_1,heuristic greedy,True,5,12.097900152206421,60.508562089999984
8481_1,heuristic greedy,True,10,24.220262050628662,170.0078406780463
114569_3,heuristic greedy,True,3,7.5637733936309814,33.2
77128_1,heuristic greedy,True,7,16.45960021018982,121.22718407999996
78649_3,heuristic greedy,True,2,4.762274742126465,20.009999999999998
91971_1,heuristic greedy,True,13,33.06013202667236,216.20342890341146
120201_2,heuristic greedy,True,11,27.18934655189514,189.71983048178782
26979_2,heuristic greedy,True,4,9.503002882003784,41.04498305999999
30407_2,heuristic greedy,True,3,7.680506944656372,40.04719292999999
138806_2,heuristic greedy,True,1,2.503305196762085,10.0
118091_2,heuristic greedy,True,10,26.123188972473145,159.8703265900501
19357_2,heuristic greedy,True,2,4.672503232955933,21.044983059999993
154259_3,heuristic greedy,True,3,7.123947620391846,39.98607055999999
32219_2,heuristic greedy,True,1,2.59248948097229,10.01
155314_1,heuristic greedy,True,4,10.168811798095703,58.92715805999998
89849_1,heuristic greedy,True,3,7.469024896621704,30.009999999999998
4271_3,heuristic greedy,True,3,7.180843114852905,35.26578887999998
49503_2,heuristic greedy,True,8,18.768786430358887,107.87689778917537
127920_1,heuristic greedy,True,5,12.457688570022583,79.00120587684431
104373_2,heuristic greedy,True,2,5.254947900772095,23.2
171438_3,heuristic greedy,True,3,7.574743032455444,32.62789443999999
125739_3,heuristic greedy,True,3,7.278532981872559,31.044983059999993
147222_1,heuristic greedy,True,2,4.937255859375,33.67438384000002
68819_2,heuristic greedy,True,2,5.2988293170928955,23.2
147263_1,heuristic greedy,True,5,11.885672092437744,50.522491529999996
154401_2,heuristic greedy,True,11,26.264775037765503,202.4380674474875
124436_1,heuristic greedy,True,1,2.5183024406433105,10.0
167212_2,heuristic greedy,True,5,12.069720983505249,73.87991976
114966_2,heuristic greedy,True,8,18.82070565223694,100.37880795882724
169073_1,heuristic greedy,True,2,4.879945516586304,20.0
173116_3,heuristic greedy,True,3,7.255608320236206,30.522491529999996
102900_1,heuristic greedy,True,8,20.206961393356323,118.6929115945715
13279_2,heuristic greedy,True,2,4.812167644500732,20.009999999999998
