Name,Algorithm,Reduced,Iterations,Time,Cost,Total_operators
Investigating the Effects,non stop classification greedy,True,4,13.345489263534546,31.532276950000124,10
Joint Word Representation,non stop classification greedy,True,1,1.9695794582366943,11.648257599999994,5
Journey to the,non stop classification greedy,True,6,25.61009383201599,35.21291129999996,24
Keyword-Guided Neural Conversational,non stop classification greedy,True,5,16.930251836776733,41.33065159999994,17
Knowledge-driven Natural Language,non stop classification greedy,False,5,28.359783411026,18.65684929600009,21
Knowledge-incorporating ESIM models,non stop classification greedy,True,4,16.02806520462036,44.85403039999983,25
Labeled Memory Networks,non stop classification greedy,True,2,7.076764345169067,15.003321599999936,17
Language Models are,non stop classification greedy,True,5,25.28442072868347,65.43054399999998,27
Learning 2D Temporal,non stop classification greedy,True,4,18.499095916748047,42.637030400000015,22
Learning a Wavelet-like,non stop classification greedy,True,3,9.106648206710815,28.474641100000014,33
Learning Binary Residual,non stop classification greedy,False,4,19.34794807434082,42.986515199999985,17
Learning Invariant Representation,non stop classification greedy,False,1,9.781599283218384,14.382291829687489,9
Learning Logistic Circuits,non stop classification greedy,True,6,39.71406626701355,60.23477280000003,23
Learning Markov Random,non stop classification greedy,False,7,72.03671598434448,101.12350838256015,15
Learning Occupational Task-Shares,non stop classification greedy,True,3,16.571205139160156,33.672053625000004,12
Learning Optical Flow,non stop classification greedy,True,4,19.27418041229248,52.65254335350002,18
Learning Rewards from,non stop classification greedy,True,4,15.051041841506958,37.492346150000046,16
Learning Scripts as,non stop classification greedy,True,5,21.378413677215576,27.68587439999999,36
Learning Sparse Sharing,non stop classification greedy,True,4,45.840144872665405,41.29040159999998,11
Learning the Joint,non stop classification greedy,True,4,16.117238998413086,30.882115199999944,5
Learning Transferable Adversarial,non stop classification greedy,False,5,20.076215744018555,27.86495427499996,16
Let There Be,non stop classification greedy,True,3,10.219087362289429,30.862196650000005,34
Local Differential Privacy,non stop classification greedy,True,5,16.775395154953003,50.155056800000025,20
Long-Term Trends in,non stop classification greedy,True,2,5.048717498779297,22.750457600000004,14
LTU Attacker for,non stop classification greedy,True,3,9.28891110420227,26.746121625000008,16
Open-Vocabulary Semantic Parsing,non stop classification greedy,False,6,23.83738613128662,52.9175152,14
Open-Vocabulary Video Relation,non stop classification greedy,True,1,2.277951717376709,49.04446199999998,9
Optimal Pricing for,non stop classification greedy,True,4,18.6204195022583,12.40353294999997,8
Order-Free RNN with,non stop classification greedy,True,2,4.226250171661377,40.48028399999998,4
Out of the,non stop classification greedy,True,4,11.480449438095093,34.237213987167294,15
Painterly Image Harmonization,non stop classification greedy,True,4,10.281804323196411,61.85608422500003,15
Parameterized Indexed Value,non stop classification greedy,False,5,40.17166805267334,75.07450000766667,31
Patch-wise Graph Contrastive,non stop classification greedy,True,3,9.967515468597412,43.43076839999998,8
