Name,Algorithm,Reduced,Iterations,Time,Cost,Total_operators
Identifying Unsafe Videos,simple greedy,True,2,6.1709911823272705,7.218007599999993,2
Improving Model Robustness,simple greedy,False,6,22.636416912078857,37.94475267500002,6
Improving Multi-Document Summarization,simple greedy,True,5,13.245763540267944,26.413423999999978,5
Improving Neural Question,simple greedy,True,4,11.391544580459595,31.229802000000007,4
Improving Pareto Front,simple greedy,True,2,12.381642580032349,16.249751848894704,2
Improving Training and,simple greedy,True,1,3.573152780532837,0.0,1
Information Retention in,simple greedy,False,6,24.73363447189331,42.23926519999996,6
Integrated In-vehicle Monitoring,simple greedy,True,4,10.367999792098999,42.64799739999995,4
Intelligent Frame Selection,simple greedy,True,3,8.676437616348267,15.218981600000006,3
Interpretable Local Tree,simple greedy,True,6,20.506901264190674,59.957751642000005,6
Interpretable NLG for,simple greedy,True,6,16.951554775238037,41.097265199999995,6
Interpretable Rumor Detection,simple greedy,True,2,4.962345600128174,27.99532449999998,2
Investigating the Effects,simple greedy,True,8,27.74079155921936,48.09216335000011,8
Joint Word Representation,simple greedy,True,1,1.6000115871429443,3.92410000000001,1
Journey to the,simple greedy,True,6,24.37513828277588,34.56441129999996,6
Keyword-Guided Neural Conversational,simple greedy,False,4,13.932128667831421,26.602257599999987,4
Knowledge-driven Natural Language,simple greedy,False,4,17.395082473754883,13.425515704000091,4
Knowledge-incorporating ESIM models,simple greedy,True,6,19.17316699028015,41.91901519999999,6
Labeled Memory Networks,simple greedy,True,6,19.36994767189026,21.93244547500001,6
Language Models are,simple greedy,True,8,33.679800033569336,73.50101519999998,8
Learning 2D Temporal,simple greedy,False,6,24.311535120010376,35.71227280000001,6
Learning a Wavelet-like,simple greedy,True,10,25.834736108779907,60.034012725000025,10
Learning Binary Residual,simple greedy,False,5,19.16547918319702,38.839886399999955,5
Learning Invariant Representation,simple greedy,False,3,16.62342596054077,24.38229182968749,0
Learning Logistic Circuits,simple greedy,False,7,38.3027777671814,56.46575760000002,7
Learning Markov Random,simple greedy,False,9,56.24063992500305,113.14513718256015,0
Learning Occupational Task-Shares,simple greedy,True,6,24.470784664154053,46.83706347500002,6
Learning Optical Flow,simple greedy,False,5,19.10375475883484,77.53218296850001,5
Learning Rewards from,simple greedy,True,8,24.429380893707275,61.328712425000035,8
Learning Scripts as,simple greedy,True,6,19.62401556968689,29.28535319999996,6
Learning Sparse Sharing,simple greedy,True,2,12.30459976196289,10.12375759999999,2
Learning the Joint,simple greedy,True,4,11.912801265716553,28.109986399999954,4
Learning Transferable Adversarial,simple greedy,False,5,19.1182599067688,27.86495427499996,5
Let There Be,simple greedy,True,8,25.692359447479248,33.08809177300006,8
Local Differential Privacy,simple greedy,False,6,25.141869068145752,45.4501856,0
Long-Term Trends in,simple greedy,True,6,18.539075136184692,29.056707600000024,6
LTU Attacker for,simple greedy,True,4,12.440381050109863,21.626364024999994,4
Open-Vocabulary Semantic Parsing,simple greedy,False,7,26.708747625350952,51.858515199999985,7
Open-Vocabulary Video Relation,simple greedy,True,3,9.044831037521362,23.639628799999997,3
Optimal Pricing for,simple greedy,True,4,18.240760326385498,7.688259749999986,4
Order-Free RNN with,simple greedy,True,3,6.5357911586761475,46.000883999999985,3
Out of the,simple greedy,True,7,19.750086545944214,41.72993147500003,7
Painterly Image Harmonization,simple greedy,True,8,20.20604705810547,73.11521302500005,8
Parameterized Indexed Value,simple greedy,False,9,89.4351077079773,56.132967372083314,0
Patch-wise Graph Contrastive,simple greedy,True,4,12.849108934402466,46.13201079999999,4
Planning with Pixels,simple greedy,True,2,4.947370290756226,23.519798947196975,2
Playing Pairs with,simple greedy,True,12,28.93946647644043,96.97904680000002,12
Pre-Training With Scientific,simple greedy,True,5,12.904158115386963,19.928486125000006,5
Predicting Depression Severity,simple greedy,True,8,18.815663814544678,40.80414660000068,8
Predicting the Argumenthood,simple greedy,True,4,10.450840711593628,17.50862162499999,4
Probability trees and,simple greedy,True,3,15.07177186012268,13.847327497498185,3
Projective Quadratic Regression,simple greedy,False,3,8.417137622833252,30.0,3
Provably Convergent Federated,simple greedy,False,2,7.016463994979858,12.617599999999982,2
Provably Secure Federated,simple greedy,True,7,28.141407251358032,29.233900646470566,7
Qualitative Analysis of,simple greedy,True,5,14.284980773925781,45.27279579999998,5
Quantization-Based Regularization for,simple greedy,True,4,14.709232807159424,15.518969766937985,4
Relevant Intrinsic Feature,simple greedy,True,8,47.588085651397705,45.74172779499996,8
Representing Closed Transformation,simple greedy,True,5,15.650116443634033,23.056248799999977,5
Responsive Planning and,simple greedy,True,1,1.1694297790527344,0.0,1
Retrospective Reader for,simple greedy,True,4,10.827599048614502,18.30761507499996,4
Revisiting Mahalanobis Distance,simple greedy,True,2,6.887116193771362,9.78794088729174,2
Source-Target Inference Models,simple greedy,True,5,14.835562229156494,21.74999775000002,5
Synchronous Speech Recognition,simple greedy,False,5,19.015710592269897,21.074997749999994,5
Task-Driven Causal Feature,simple greedy,True,4,13.897438764572144,21.688181475000007,4
That_s Mine! Learning,simple greedy,True,11,33.36602759361267,82.54393162500003,11
The Complexity of,simple greedy,False,7,38.59962773323059,47.04108310000002,7
Title-Guided Encoding for,simple greedy,True,10,32.57712125778198,63.69386602,10
Token-Level Contrastive Learning,simple greedy,False,13,52.651362895965576,287.7146413749999,13
Top-N Recommender System,simple greedy,False,8,23.453483819961548,35.02859775000002,8
Topical Phrase Extraction,simple greedy,True,6,14.876111268997192,32.69826828499994,6
Topological Pooling on,simple greedy,True,4,36.15252661705017,22.330765200000045,4
Toward a Human-Level,simple greedy,True,8,20.996812105178833,54.08425802499998,8
Towards an Integrative,simple greedy,False,3,24.366097450256348,18.071886399999983,3
Towards Autonomous Satellite,simple greedy,True,5,23.794671773910522,46.23051519999997,5
Towards Cognitive Robots,simple greedy,True,5,16.63405179977417,27.697631474999987,5
Treatment effect estimation,simple greedy,False,3,10.640050888061523,22.765378800000008,3
