Name,Algorithm,Reduced,Iterations,Time,Cost,Total_operators
Knowledge-driven Natural Language,heuristic greedy,False,3,12.597899675369263,31.53727465600008,24
Knowledge-incorporating ESIM models,heuristic greedy,True,4,12.323777198791504,42.607515199999966,28
Labeled Memory Networks,heuristic greedy,True,2,5.684704780578613,21.25249119999995,22
Language Models are,heuristic greedy,True,6,24.41956400871277,69.24377279999995,28
Learning 2D Temporal,heuristic greedy,True,4,14.34004020690918,42.64303039999993,25
Learning a Wavelet-like,heuristic greedy,True,5,12.449360370635986,53.70788110000004,43
Learning Binary Residual,heuristic greedy,False,4,15.630045413970947,43.16951519999998,16
Learning Invariant Representation,heuristic greedy,False,2,13.789773225784302,24.38229182968749,8
Learning Logistic Circuits,heuristic greedy,False,7,38.70438838005066,71.82203040000007,42
Learning Markov Random,heuristic greedy,False,6,39.74109864234924,104.001960428501,30
Learning Occupational Task-Shares,heuristic greedy,True,5,20.676530838012695,56.368303625000024,23
Learning Optical Flow,heuristic greedy,False,3,11.61253547668457,85.95656936850004,12
Learning Rewards from,heuristic greedy,True,6,18.17718768119812,65.73723255000006,33
Learning Scripts as,heuristic greedy,True,4,12.958434581756592,43.74783679999996,43
Learning Sparse Sharing,heuristic greedy,True,4,26.51391839981079,41.230886399999946,18
Learning the Joint,heuristic greedy,True,3,8.509792804718018,41.688715199999976,12
Learning Transferable Adversarial,heuristic greedy,True,5,17.167743921279907,51.66468829999994,31
Let There Be,heuristic greedy,True,5,16.598562002182007,50.675217000000146,71
Local Differential Privacy,heuristic greedy,False,4,18.387190580368042,40.0,35
Long-Term Trends in,heuristic greedy,True,5,15.355921506881714,50.00525760000002,42
LTU Attacker for,heuristic greedy,False,7,25.829580545425415,72.88249549999995,54
Open-Vocabulary Semantic Parsing,heuristic greedy,False,6,23.441424131393433,63.69340159999997,34
Open-Vocabulary Video Relation,heuristic greedy,True,3,9.128397226333618,31.255636400000043,9
Optimal Pricing for,heuristic greedy,True,3,13.659365892410278,30.0,32
Order-Free RNN with,heuristic greedy,True,2,4.295728445053101,40.48028399999998,4
Out of the,heuristic greedy,True,3,8.039609432220459,30.0,24
Painterly Image Harmonization,heuristic greedy,True,5,12.974923372268677,73.85347554999996,31
Parameterized Indexed Value,heuristic greedy,False,7,57.29838418960571,79.65961419416672,56
Patch-wise Graph Contrastive,heuristic greedy,True,4,13.159557342529297,53.43076839999998,8
Planning with Pixels,heuristic greedy,True,2,5.07871413230896,23.519798947196975,2
Playing Pairs with,heuristic greedy,True,6,14.500654697418213,75.77257520000005,34
Pre-Training With Scientific,heuristic greedy,True,2,4.1468117237091064,20.0,22
Predicting Depression Severity,heuristic greedy,True,5,11.952515125274658,56.1574212000008,39
Predicting the Argumenthood,heuristic greedy,True,4,11.519443035125732,42.40211669999998,26
Probability trees and,heuristic greedy,False,4,30.904139041900635,40.0,20
Projective Quadratic Regression,heuristic greedy,False,3,8.536076545715332,30.0,3
Provably Convergent Federated,heuristic greedy,False,1,3.6698765754699707,10.0,4
Provably Secure Federated,heuristic greedy,True,7,29.58947730064392,75.41633140000008,77
Qualitative Analysis of,heuristic greedy,True,4,11.86167025566101,46.73951720000001,16
Quantization-Based Regularization for,heuristic greedy,True,4,14.961973428726196,45.027878900814,34
Relevant Intrinsic Feature,heuristic greedy,True,5,29.670793771743774,51.865358007999816,40
Representing Closed Transformation,heuristic greedy,True,2,5.360421180725098,25.10358144,22
Responsive Planning and,heuristic greedy,True,2,3.896930694580078,20.0,16
